timestamp,session_id,device_id,event_type,key,interval_ms
1777217807.3582742,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,b,0.0
1777217807.5093088,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,e,247.41
1777217807.6859708,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,e,0.0
1777217807.8614016,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,backspace,352.09
1777217807.9497375,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,s,88.34
1777217807.980825,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,backspace,0.0
1777217808.0306225,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,e,80.88
1777217808.0936005,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,r,62.98
1777217808.1173606,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,s,0.0
1777217808.1498103,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,e,0.0
1777217808.2068694,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,r,0.0
1777217808.2790985,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,a,185.5
1777217808.4375005,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,b,158.4
1777217808.4534929,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,a,0.0
1777217808.5498312,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,b,0.0
1777217808.7577963,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,backspace,320.3
1777217808.8455114,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,backspace,0.0
1777217808.9337943,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,backspace,176.0
1777217809.0611525,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,backspace,0.0
1777217809.0651038,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,b,131.31
1777217809.1422498,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,a,77.15
1777217809.1654313,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,b,0.0
1777217809.2223516,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,l,80.1
1777217809.2620516,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,a,0.0
1777217809.3497505,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,l,0.0
1777217809.4145093,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,b,192.16
1777217809.502259,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,b,0.0
1777217809.8290677,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,backspace,414.56
1777217809.901531,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,backspace,0.0
