timestamp,session_id,device_id,mental_demand,physical_demand,temporal_demand,performance,effort,frustration,stress_self_report,valence,arousal
1777218048.518,session_20260426_163507_d68aa0,browser_mofw0w8r5lygd9,64,22,38,65,63,31,62,7,4
