timestamp,session_id,device_id,event_type,x,y,button,delta_x,delta_y,speed
1777217745.8036692,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,153,,,,0.0
1777217745.8202221,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,152,,,,60.41
1777217745.8277583,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,151,,,,132.69
1777217745.843817,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,149,,,,124.54
1777217745.8518782,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,147,,,,248.1
1777217745.8594217,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,146,,,,132.56
1777217745.8759744,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,144,,,,120.83
1777217745.884512,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,143,,,,117.13
1777217745.892045,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,142,,,,132.75
1777217745.8996105,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,139,,,,396.54
1777217745.9076107,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,138,,,,125.0
1777217745.916143,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,135,,,,351.61
1777217745.9246697,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,134,,,,117.28
1777217745.9331987,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,132,,,,234.5
1777217745.9407506,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,130,,,,264.83
1777217745.948278,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1591,127,,,,398.55
1777217745.9558055,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1595,124,,,,664.22
1777217745.9643128,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1605,120,,,,1266.02
1777217745.9718695,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1622,116,,,,2311.1
1777217745.9800582,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1644,111,,,,2755.13
1777217745.9881217,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1666,110,,,,2731.14
1777217745.99627,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1682,106,,,,2024.06
1777217746.0043602,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1697,106,,,,1854.08
1777217746.0123563,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1709,103,,,,1546.92
1777217746.0199614,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1721,102,,,,1583.36
1777217746.028502,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1727,99,,,,785.45
1777217746.0362341,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1733,99,,,,775.98
1777217746.043559,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1736,99,,,,409.56
1777217746.0523958,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1737,99,,,,113.16
1777217746.0592563,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1739,97,,,,412.28
1777217746.0756602,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1739,96,,,,60.96
1777217746.0897067,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1740,96,,,,71.19
1777217746.0981333,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1741,96,,,,118.67
1777217746.1156194,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1742,95,,,,80.88
1777217746.1241772,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1743,95,,,,116.85
1777217746.1320763,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1744,95,,,,126.6
1777217746.1400738,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1745,94,,,,176.83
1777217746.1483846,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1746,94,,,,120.33
1777217746.155924,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1748,92,,,,375.15
1777217746.1637685,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1748,92,,,,0.0
1777217746.188157,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1750,90,,,,115.97
1777217746.2117937,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1751,88,,,,94.6
1777217746.2197983,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1751,86,,,,249.85
1777217746.2283452,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1751,83,,,,351.01
1777217746.235894,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1751,80,,,,397.41
1777217746.2443464,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1751,78,,,,236.62
1777217746.251887,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1752,73,,,,676.2
1777217746.2599845,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1754,70,,,,445.27
1777217746.2669942,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1755,67,,,,451.13
1777217746.2756138,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1757,64,,,,418.3
1777217746.2841349,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1760,61,,,,497.9
1777217746.2920723,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1762,59,,,,356.34
1777217746.3004298,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1764,58,,,,267.55
1777217746.3083315,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1767,57,,,,400.2
1777217746.31584,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1769,55,,,,376.7
1777217746.3245587,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1770,54,,,,162.2
1777217746.3319285,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1772,54,,,,271.38
1777217746.5317419,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1773,54,,,,5.0
1777217746.540452,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1774,54,,,,114.81
1777217746.5481677,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1776,55,,,,289.81
1777217746.5563693,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1776,56,,,,121.93
